id   |nome                                                        |precoCusto|precoVenda|ncm     |referencia    |dataCriacao        
19116|ALGODAO APOLO 25G                                           |42,00     |21000,00  |01011090|              |12/10/2015 10:19:37
19117|BALA BUTTER TOFFEES CHOCO.750G                              |468,00    |117000,00 |200799  |              |12/10/2015 10:19:37
19118|FIO DENTAL JHONSON E JHONSON MENTA 100M                     |266,00    |88500,00  |01011090|              |12/10/2015 10:19:37
19119|PREDENDOR VARAL 12UN                                        |26,00     |13000,00  |01011090|              |12/10/2015 10:19:37
19120|REPELENE CITROLUX 8VELAS 35G                                |73,00     |73000,00  |34060000|              |12/10/2015 10:19:37
19121|BOMBOM NESTLE ESPECIALIDADES 355G                           |209,00    |104500,00 |180631  |              |12/10/2015 10:19:37
19122|SACO LIXO LIXOLIX 100LT                                     |80,00     |20000,00  |01011090|              |12/10/2015 10:19:37
19123|PAPEL ALUMINIO WYDA 7,5M 30CM                               |78,00     |39000,00  |76071110|              |12/10/2015 10:19:37
19124|CHOCO.LACTA VARIEDADES 332G                                 |440,00    |110000,00 |01011090|              |12/10/2015 10:19:37
19125|TINTURA NUTRISSE CASTANHO VERMELHO 46                       |474,00    |158000,00 |33059000|              |12/10/2015 10:19:37
19126|SABONETE +FAMILIA MEL COM CEREAIS 90G                       |40,00     |10000,00  |01011090|              |12/10/2015 10:19:37
19127|SABONETE FRANCIS LAVANDA 90G                                |22,00     |11000,00  |01011090|              |12/10/2015 10:19:37
19128|SUCO ADORALLE GOIABA 30G                                    |30,00     |7500,00   |01011090|              |12/10/2015 10:19:37
19129|FRALDA PERSONAL BABY MEGA XG                                |1556,00   |389000,00 |48184010|              |12/10/2015 10:19:37
19130|SUCO ADORALLE PESSEGO 30G                                   |8,00      |7500,00   |01011090|              |12/10/2015 10:19:37
19131|GELATINA ROYAL ZERO ACUCAR 12G                              |57,00     |19000,00  |350300  |              |12/10/2015 10:19:37
19132|BOLACHA FOFINHO DOCE DE LEITE 110G                          |46,00     |11500,00  |19053100|              |12/10/2015 10:19:37
19133|PIPOCA VELLY BACON 90G                                      |31,00     |15500,00  |100590  |              |12/10/2015 10:19:37
19134|PIPOCA VELLY MANTEIGA LIGHT 90G                             |78,00     |15500,00  |100590  |              |12/10/2015 10:19:37
19135|PIPOCA VELLY MANTEIGA EXTRA 90G                             |62,00     |15500,00  |100590  |              |12/10/2015 10:19:37
19136|PIPOCA VELLY NATURAL 90G                                    |18,00     |18000,00  |10059010|              |12/10/2015 10:19:37
19137|PIPOCA VELLY QUEIJO 90G                                     |31,00     |15500,00  |100590  |              |12/10/2015 10:19:37
19138|PIPOCA VELLY NATURAL COM SAL 90G                            |31,00     |15500,00  |100590  |              |12/10/2015 10:19:37
19139|PIPOCA VELLY MANTEIGA 90G                                   |72,00     |18000,00  |10059010|              |12/10/2015 10:19:37
19140|SAND.HAV.ROXO 35/36                                         |495,00    |99000,00  |01011090|              |12/10/2015 10:19:37
19141|SANDALIA HAV MIX AREIA DOURADA 37/38                        |390,00    |130000,00 |01011090|              |12/10/2015 10:19:37
19142|DESOD.REXONA ANTIB.150ML                                    |244,00    |122000,00 |330720  |              |12/10/2015 10:19:37
19143|DESODORANTE REXONA MEN INV.50ML                             |186,00    |62000,00  |33072010|              |12/10/2015 10:19:37
19144|COND.PALM.HIDR.LUMINOSA 350ML                               |343,00    |68500,00  |01011090|              |12/10/2015 10:19:37
19145|SHAMPOO PALM.HIDR.LUMINOSA 350ML                            |0,00      |58500,00  |01011090|              |12/10/2015 10:19:37
19146|SHAMPOO TRESEMME RECO.E FORCA 400ML                         |0,00      |100000,00 |01011090|              |12/10/2015 10:19:37
19147|SHAMPOO TRESEMME SELA.CAPILAR 400ML                         |100,00    |100000,00 |01011090|              |12/10/2015 10:19:37
19148|SHAMPOO TRESEMME LISO E SEDOSO 400ML                        |199,00    |99500,00  |01011090|              |12/10/2015 10:19:37
19149|COND.TRESEMME SELA.CAPILAR 400ML                            |533,00    |106500,00 |01011090|              |12/10/2015 10:19:37
19150|COND.TRESEMME BLIN.PLATINIUM 400ML                          |320,00    |106500,00 |01011090|              |12/10/2015 10:19:37
19151|SHAMPOO TRESEMME BLIND.PLATINIUM 400ML                      |300,00    |100000,00 |01011090|              |12/10/2015 10:19:37
19152|COND.TRESSEME RECO.FORCA 400ML                              |232,00    |116000,00 |01011090|              |12/10/2015 10:19:37
19153|SUCO ADORALLE UVA 30G                                       |8,00      |7500,00   |01011090|              |12/10/2015 10:19:37
19154|SABONETE +FAMILIA ERVA DOCE 90G                             |40,00     |10000,00  |01011090|              |12/10/2015 10:19:37
19155|FRALDA SAPEKA PRATICA G                                     |0,00      |127000,00 |01011090|              |12/10/2015 10:19:37
19156|DOCE PAÇOCA RETANGULAR EMB.1,1KG                            |0,00      |206000,00 |20079990|              |12/10/2015 10:19:37
19157|SANDALIA IPANEMA BOSSA PRETO/OURO 35                        |580,00    |145000,00 |01011090|              |12/10/2015 10:19:37
19158|SANDALIA IPANEMA BOSSA PRETO/OURO 37/38                     |0,00      |145000,00 |01011090|              |12/10/2015 10:19:37
19159|SANDALIA IPANEMA BOSSA PRETO/OURO 39/40                     |580,00    |145000,00 |01011090|              |12/10/2015 10:19:37
19160|SANDALIA IPANEMA BOSSA PRETO/OURO 36                        |580,00    |145000,00 |01011090|              |12/10/2015 10:19:37
19161|GARRAFA INVICTA GLT 8321 DECORADA 1L                        |401,00    |200500,00 |961700  |              |12/10/2015 10:19:37
19162|CREME TRATAMENTO NOVEX QUERATINA ABSOLUTA 1KG               |703,00    |140500,00 |01011090|              |12/10/2015 10:19:37
19163|CREME TRATAMENTO NOVEX OLEO ARGAN 1KG                       |642,00    |160500,00 |01011090|              |12/10/2015 10:19:37
19164|CREME TRATAMENTO NOVEX JABORANDI 1KG                        |420,00    |140000,00 |01011090|              |12/10/2015 10:19:37
19165|SORVETE VILELA COPAO BRIGADEIRO 185G                        |200,00    |50000,00  |21050010|              |12/10/2015 10:19:37
19166|SANDALIA IPANEMA BOSSA ROSA/PRETO 35                        |580,00    |145000,00 |01011090|              |12/10/2015 10:19:37
19167|SORVETE VILELA ROMEU E JULIETA 1KG                          |540,00    |179900,00 |21050010|              |12/10/2015 10:19:37
19168|MOLHO TOMATE SALSARETTI SACHE 340G                          |48,00     |16000,00  |21032010|              |12/10/2015 10:19:37
19169|LEITE PO PIRACANJUBA INTEGRAL 400G                          |0,00      |120000,00 |04022110|              |12/10/2015 10:19:37
19170|FRALDA PERSONAL BABY MEGA M 54F                             |740,00    |370000,00 |48184010|              |12/10/2015 10:19:37
19171|AQUARIUS LIMAO 510ML                                        |56,00     |28000,00  |01011090|              |12/10/2015 10:19:37
19172|SUCO DV FRUT UVA 450ML                                      |44,00     |22000,00  |22021000|              |12/10/2015 10:19:37
19173|MATA BICHEIRA SV AERO 500ML                                 |165,00    |55000,00  |380891  |              |12/10/2015 10:19:37
19174|DANONINHO MORANGO X2 80G QJ PT SUISSE                       |0,00      |19500,00  |04061090|              |12/10/2015 10:19:37
19175|BALDE 15L MILLENIUM                                         |0,00      |51500,00  |01011090|              |12/10/2015 10:19:37
19176|BALDE 12L EXTRA PRETO C/BICO REFOR.                         |96,00     |96000,00  |39241000|              |12/10/2015 10:19:37
19177|ACHOC.SACHET PROM.SABORELLE 400G                            |218,00    |54500,00  |18069000|              |12/10/2015 10:19:37
19178|SANDALIA IPANEMA BOSSA ROSA/PRETO36                         |290,00    |145000,00 |01011090|              |12/10/2015 10:19:37
19179|SANDALIA IPANEMA BOSSA ROSA/PRETO 37/38                     |580,00    |145000,00 |01011090|              |12/10/2015 10:19:37
19180|CADERNO CF ESP 1/4 96FX10 HAPPY R0291                       |0,00      |25000,00  |01011090|              |12/10/2015 10:19:37
19181|GELATINA FLEISCHAMANN ABACAXI ZERO 12G                      |65,00     |21500,00  |210690  |              |20/10/2015 15:49:26
19182|SHAMPOO SEDA PUREZA REFRESCANTE 325ML                       |219,00    |73000,00  |33051000|              |19/10/2015 11:37:18
19183|SHAMPOO SEDA LISO EXTREMO 325ML                             |304,00    |76000,00  |33051000|              |19/10/2015 11:36:37
19184|SHAMPOO SEDA CACHOS DEFINIDOS 325ML                         |228,00    |76000,00  |33051000|              |19/10/2015 11:35:46
19185|SHAMPOO SEDA PRETOS LUMINOSOS 325ML                         |304,00    |76000,00  |33051000|              |19/10/2015 11:34:55
19186|SHAMPOO SEDA BRILHO GLOSS 325ML                             |64,00     |63500,00  |01011090|              |19/10/2015 11:34:04
19187|SHAMPOO SEDA HIDRAT.ANTI NOS 325ML                          |191,00    |63500,00  |01011090|              |19/10/2015 11:33:10
19188|CREME P/PENTEAR TRESSEMME HID.PROFUNDA 300ML                |225,00    |112500,00 |01011090|              |19/10/2015 11:29:21
19189|DESOD.AXE BLACK ANTITRANSPIRANTE 152ML                      |97,00     |97000,00  |330720  |              |19/10/2015 11:10:11
19190|SHAMPOO DOVE OLEO NUTRIÇAO 200ML                            |80,00     |80000,00  |01011090|              |19/10/2015 11:08:23
19191|AGUA OXIGENADA FARMAX CR 40VL                               |45,00     |15000,00  |01011090|              |19/10/2015 11:03:50
19192|AGUA OXIGENADA FARMAX CR 30VL                               |45,00     |15000,00  |33059000|              |19/10/2015 11:02:51
19193|AGUA OXIGENADA FARMAX CR  20VL                              |60,00     |15000,00  |01011090|              |19/10/2015 11:01:10
19194|PAPEL HIGIENICO F.DUP.PERSONAL VIP NEUTRO 30MT              |0,00      |62000,00  |48181000|              |16/10/2015 16:43:26
19195|ADOCANTE PO ZERO CAL 800MG                                  |98,00     |49000,00  |210690  |              |16/10/2015 16:30:34
19196|AGUARDENTE YPIOCA MEL E LIMAO 750ML                         |530,00    |176500,00 |01011090|              |16/10/2015 10:06:43
19197|COXINHA ASA DRUMETTE FGO PERDIGAO                           |246,00    |123000,00 |02071400|              |15/10/2015 18:36:32
19198|CARNE BISTECA CONG.SUI.C/OSSO SADIA                         |647,00    |161800,00 |01011090|              |15/10/2015 18:33:31
19199|MUCILON ARROZ E AVEIA LATA 400G                             |170,00    |85000,00  |19011030|              |15/10/2015 18:20:03
19200|LEITE UHT INTEGRAL LEITBOM 1LT                              |61,00     |30500,00  |040120  |              |15/10/2015 16:42:57
19201|LEITE UHT INTEGRAL LEITBOM 1LT                              |145,00    |29000,00  |040120  |              |15/10/2015 16:40:02
19202|BACIA CANELADA OVAL GIGANTE 45L                             |0,00      |190500,00 |01011090|              |12/10/2015 10:19:37
19203|BACIA CANELADA OVAL EXTRA GIGANTE 75L                       |1194,00   |298500,00 |01011090|              |12/10/2015 10:19:37
19204|BACIA CANELADA 35L GIGANTE PREMIUM                          |0,00      |116500,00 |01011090|              |12/10/2015 10:19:37
19205|ASSENTO SANITARIO LUXO BRANCO                               |1080,00   |270000,00 |01011090|              |12/10/2015 10:19:37
19206|DESOD.NIVEA FEM.INVISIBLE BLACK&WHITE 97G                   |575,00    |115000,00 |33072010|              |12/10/2015 10:19:37
19207|COND.TRESEMME LISO E SEDOSO 400ML                           |460,00    |115000,00 |01011090|              |12/10/2015 10:19:37
19208|CLOSE UP DIAMOND POWER WHITE 70G                            |240,00    |48000,00  |01011090|              |12/10/2015 10:19:37
19209|DANETTE UHT CHOCOLIX 200ML                                  |23,00     |23000,00  |01011090|              |12/10/2015 10:19:37
19210|REQUEIJAO CREM.DANONE REGULAR 200G                          |300,00    |99900,00  |04061090|              |12/10/2015 10:19:37
19211|ESCOVA CABELOS BARBIE 6895                                  |0,00      |188500,00 |01011090|              |12/10/2015 10:19:37
19212|VASSOURA VARRE MUITO CONDOR                                 |291,00    |97000,00  |01011090|              |12/10/2015 10:19:37
19213|MACARRAO VELLY INST.CARNE 85G                               |30,00     |7500,00   |01011090|              |12/10/2015 10:19:37
19214|MACARRAO INST.VELLY GALINHA 85G                             |0,00      |9500,00   |01011090|              |12/10/2015 10:19:37
19215|KAPO ABACAXI 200ML                                          |12,00     |11500,00  |01011090|              |12/10/2015 10:19:37
19216|SABONETE FRANCIS S.AN.E.FLO.BCO 90G                         |44,00     |11000,00  |01011090|              |12/10/2015 10:19:37
19217|CHAMBINHO MORANGO PETIT 320G                                |188,00    |62500,00  |040610  |              |12/10/2015 10:19:37
19218|REQUEIJAO CREMOSO NESTLE 200G                               |0,00      |84500,00  |040610  |              |12/10/2015 10:19:37
19219|CEREAIS COLORIDO+CHAMBYTO B MORANGO 130G                    |176,00    |44000,00  |01011090|              |12/10/2015 10:19:37
19220|BICAMADA MORANGO 150G                                       |46,00     |46000,00  |01011090|              |12/10/2015 10:19:37
19221|SAND. HAV.COLOR GREEN NEON 37/38                            |0,00      |105000,00 |01011090|              |12/10/2015 10:19:37
19222|BIG CHICKEN TRADICIONAL INST. 1KG                           |720,00    |179900,00 |01011090|              |12/10/2015 10:19:37
19223|ESCOVA SORRISO TRIPLA 123 MACIA                             |208,00    |41500,00  |01011090|              |12/10/2015 10:19:37
19224|ESCOVA J&J TEK MEDIA                                        |82,00     |41000,00  |01011090|              |12/10/2015 10:19:37
19225|COPO LILLO ANTIVAZAMENTO DIVERTIDA AZUL                     |361,00    |180600,00 |01011090|              |12/10/2015 10:19:37
19226|CONJUNTO LILLO ESCOVA+PENTE ROSA                            |455,00    |151500,00 |01011090|              |12/10/2015 10:19:37
19227|SABONETE DOVE KARITE E BAUNILHA 90G                         |60,00     |20000,00  |340111  |              |12/10/2015 10:19:37
19228|FRALDA SAPEKA PRATICA XXG                                   |127,00    |127000,00 |01011090|              |12/10/2015 10:19:37
19229|SHAMPOO TRESEMME PERF.DESARRUMADO 400ML                     |400,00    |100000,00 |01011090|              |12/10/2015 10:19:37
19230|FILEZINHO PEITO FRANGO CONG.SADIA 1KG                       |142,00    |142000,00 |01011090|              |12/10/2015 10:19:37
19231|BALAS GOTA COLA 600G                                        |260,00    |65000,00  |170490  |              |12/10/2015 10:19:37
19232|MTS TRIPLA 3+ MINT 8,5G                                     |13,00     |13000,00  |210690  |              |12/10/2015 10:19:37
19233|ESMALTE IMPALA PARAISO 7,5ML                                |25,00     |25000,00  |01011090|              |12/10/2015 10:19:37
19234|DROPS HALLS EXTRA FORTE 34G                                 |30,00     |10000,00  |170490  |              |12/10/2015 10:19:37
19235|AC DELCO SILICONE LIQUIDO 100ML                             |132,00    |66000,00  |391000  |              |12/10/2015 10:19:37
19236|FITA ISOLANTE 3M IMPERIAL 18MMX10MTS                        |29,00     |29000,00  |01011090|              |12/10/2015 10:19:37
19237|TALAO NOTA PROMISSORIA JANDAIA 50F                          |30,00     |10000,00  |01011090|              |12/10/2015 10:19:37
19238|AC DELCO LIMPA PNEU LIQUIDO 300ML                           |315,00    |63000,00  |340290  |              |12/10/2015 10:19:37
19239|CERA AC DELCO LIMPADORA 200G                                |518,00    |103500,00 |01011090|              |12/10/2015 10:19:37
19240|LAMPADA OSRAM ELET.DULUX STAR 15W 8A                        |533,00    |106500,00 |85393100|              |12/10/2015 10:19:37
19241|TIRA MANCHAS OMO PO 420G ROUPA COLORIDA                     |0,00      |164100,00 |01011090|              |12/10/2015 10:19:37
19242|MORTADELA MISTA PERDIGAO 1KG                                |520,00    |130000,00 |16010000|              |12/10/2015 10:19:37
19243|CALDO MAGGI VERDURA LEGUMES 63G                             |12,00     |12000,00  |210410  |              |12/10/2015 10:19:37
19244|BISC LIANE DIVERSAO DOCE DE LEITE 115G                      |58,00     |11500,00  |01011090|              |12/10/2015 10:19:37
19245|BISC LIANE MAIZENA 400G                                     |84,00     |42000,00  |19053100|              |12/10/2015 10:19:37
19246|MARGARINA QUALY SEM SAL 250G                                |74,00     |37000,00  |15171000|              |12/10/2015 10:19:37
19247|ESMALTE RISQUE NOVO AZUL!                                   |25,00     |25000,00  |01011090|              |12/10/2015 10:19:37
19248|VINAGRE CASTELO LIMAO 750ML                                 |53,00     |53000,00  |01011090|              |12/10/2015 10:19:37
19249|PRATO VDO FDO LUZ MAR.                                      |140,00    |35000,00  |01011090|              |12/10/2015 10:19:37
19250|BALA SABOR BRASIL MIX FRUTAS 600G                           |50,00     |50000,00  |170490  |              |12/10/2015 10:19:37
19251|BALA SABOR BRASIL GEL MIX 600G                              |50,00     |50000,00  |170490  |              |12/10/2015 10:19:37
19252|BIG CHICKEN C/QUEIJO INST. 1KG                              |700,00    |175000,00 |01011090|              |12/10/2015 10:19:37
19253|SABONETE DOVE MEN CLEAN COMFORT 90G                         |130,00    |26000,00  |01011090|              |12/10/2015 10:19:37
19254|SABONETE PALM.GELEIA REAL 90G                               |60,00     |15000,00  |01011090|              |12/10/2015 10:19:37
19255|BALDE ARQPLAST PRETO 10LT                                   |228,00    |57000,00  |01011090|              |12/10/2015 10:19:37
19256|BALA ERLAN TOFFEE BOMBOM 600G                               |520,00    |130000,00 |01011090|              |12/10/2015 10:19:37
19257|MASCARA LANOX EQUI.MATIZ.250G                               |1170,00   |292500,00 |01011090|              |12/10/2015 10:19:37
19258|MASCARA LANOX EQUI.CACHOS250G                               |878,00    |292500,00 |01011090|              |12/10/2015 10:19:37
19259|COND LANOX EQUIL.MATIZ.250ML                                |557,00    |278500,00 |01011090|              |12/10/2015 10:19:37
19260|COND LANOX EQUILI.CACHOS250ML                               |786,00    |262000,00 |01011090|              |12/10/2015 10:19:37
19261|SHAMPOO LANOX EQU.MATIZ.250ML                               |836,00    |278500,00 |01011090|              |12/10/2015 10:19:37
19262|SHAMPOO LANOX EQU.CACHOS250ML                               |0,00      |262000,00 |01011090|              |12/10/2015 10:19:37
19263|DESOD ROLLON NE.FOR WOMAN55ML                               |238,00    |47500,00  |01011090|              |12/10/2015 10:19:37
19264|DESOD ROLLON NE.FOR MAN 55ML                                |0,00      |47500,00  |01011090|              |12/10/2015 10:19:37
19265|BALA FLORESTAL MOLE SOR.600G                                |0,00      |58000,00  |17049020|              |12/10/2015 10:19:37
19266|DESOD ROLLON NE.TEEN GIRLS55M                               |0,00      |47500,00  |01011090|              |12/10/2015 10:19:37
19267|REPARADOR PON.F.FLOR C.S.O30M                               |168,00    |42000,00  |01011090|              |12/10/2015 10:19:37
19268|REPARADOR PONTAS F.FLOR A30ML                               |0,00      |42000,00  |01011090|              |12/10/2015 10:19:37
19269|MASCARA LANOX MATIZADORA500ML                               |1603,00   |320500,00 |01011090|              |12/10/2015 10:19:37
19270|SHAMPOO LANOX MATIZADOR 500ML                               |1316,00   |329000,00 |01011090|              |12/10/2015 10:19:37
19271|COND 12ERVAS TRIHAIR T.V500ML                               |389,00    |194500,00 |01011090|              |12/10/2015 10:19:37
19272|MASCARA LANOX ANTI QUEDA 500G                               |836,00    |278500,00 |01011090|              |12/10/2015 10:19:37
19273|SHAMPOO LANOX ANTI QUEDA280ML                               |666,00    |333000,00 |01011090|              |12/10/2015 10:19:37
19274|ADES FRAPE DE COCO C/CALCIO1L                               |137,00    |68500,00  |01011090|              |12/10/2015 10:19:37
19275|ESMALTE COL.PREC.VILAS TER.CR                               |68,00     |34000,00  |01011090|              |12/10/2015 10:19:37
19276|DESOD ROLLON NE.TEEN BOYS55ML                               |238,00    |47500,00  |01011090|              |12/10/2015 10:19:37
19277|SABAO PO SURF 5KG                                           |292,00    |292000,00 |01011090|              |12/10/2015 10:19:37
19278|COPO VDO BARROCO LUVA 320ML                                 |249,00    |83000,00  |01011090|              |12/10/2015 10:19:37
19279|COPO VDO AMAZON LUVA 320ML                                  |168,00    |84000,00  |01011090|              |12/10/2015 10:19:37
19280|REGISTRO GAS C/MANG VINIGAS                                 |900,00    |180000,00 |84811000|              |12/10/2015 10:19:37
19281|VINHO NAC MIORANZA TIN.S.4.6L                               |2545,00   |509000,00 |220410  |              |12/10/2015 10:19:37
19282|VINHO NAC MIORANZA BCO S.4.6L                               |1018,00   |509000,00 |220410  |              |12/10/2015 10:19:37
19283|BARBANTE BAR.200G N6 PIN9427                                |330,00    |110000,00 |01011090|              |12/10/2015 10:19:37
19284|FRANGO FESTI.CEL.TEMP.BONASA                                |214,00    |71200,00  |01011090|              |12/10/2015 10:19:37
19285|ACTIVIA LIQ.AMEI.FERM.FTA180G                               |160,00    |32000,00  |01011090|              |12/10/2015 10:19:37
19286|DANONINHO MORA.85G PETIT SUI.                               |29,00     |14500,00  |040610  |              |12/10/2015 10:19:37
19287|DANONE DANIO MORANGO 125G                                   |0,00      |38000,00  |01011090|              |12/10/2015 10:19:37
19288|ESPONJA DE ACO INOX ZUPP 16G                                |25,00     |24500,00  |01011090|              |12/10/2015 10:19:37
19289|KETCHUP SABORELLE PICANTE400G                               |84,00     |28000,00  |01011090|              |12/10/2015 10:19:37
19290|OLEO SOJA PET BRASILEIRO 900ML                              |0,00      |35500,00  |15079011|              |12/10/2015 10:19:37
19291|GILLETTE PRESTOB.PELE NO.150G                               |220,00    |110000,00 |01011090|              |12/10/2015 10:19:37
19292|DESOD REXONA MASC SPOR.F.190G                               |650,00    |130000,00 |330720  |              |12/10/2015 10:19:37
19293|BALA PASTILHA HORTELA 17G                                   |50,00     |10000,00  |01011090|              |12/10/2015 10:19:37
