id   |nome                                                        |precoCusto|precoVenda|ncm     |referencia    |dataCriacao        
6373 |MISTURA BOLO SANDELLA LARANJA 400G                          |158,00    |31500,00  |01011090|              |12/10/2015 10:19:37
6374 |CREME DE LEITE VIGOR 1KG                                    |370,00    |92600,00  |01011090|              |12/10/2015 10:19:37
6375 |MOLHO POMAROLA LATA 340G                                    |0,00      |39000,00  |24039910|              |12/10/2015 10:19:37
6376 |QUEROSENE LUZTOL LATA 900ML                                 |270,00    |90000,00  |271019  |              |12/10/2015 10:19:37
6377 |SABAO PO TIXAN YPE PRIMAVERA 5KG                            |1700,00   |425000,00 |34022000|              |12/10/2015 10:19:37
6378 |FRALDA PERSONAL BABY MEGA G                                 |800,00    |399900,00 |48184010|              |12/10/2015 10:19:37
6379 |CHICLETE PLIM PLIM MORANGO 350G                             |92,00     |46000,00  |01011090|              |12/10/2015 10:19:37
6380 |BOMBOM GAROTO SORTIDO 300G                                  |223,00    |111500,00 |18069000|              |12/10/2015 10:19:37
6381 |VINHO SANGRIA CANTINA SERRA TI.SUA. 3LT                     |455,00    |151500,00 |220600  |              |12/10/2015 10:19:37
6382 |M&M´S CHOC/LEITE 52G                                        |108,00    |27000,00  |01011090|              |12/10/2015 10:19:37
6383 |SUCRILHOS ORIGINAL 300G                                     |0,00      |101500,00 |19041000|              |12/10/2015 10:19:37
6384 |SUCO ADORALLE LARANJA 180G                                  |64,00     |16000,00  |21069010|              |12/10/2015 10:19:37
6385 |MACARRAO LIANE COMUM COMPRIDO N3 1KG                        |206,00    |51500,00  |01011090|              |12/10/2015 10:19:37
6386 |FITA DUREX 3M 12MMX40MT R400                                |10,00     |10000,00  |01011090|              |12/10/2015 10:19:37
6387 |ARROZ TIO JORGE INTEGRAL 1KG                                |40,00     |39500,00  |10063021|              |12/10/2015 10:19:37
6388 |POLPA 3 SABORES NESTLE 540G                                 |40,00     |39900,00  |01011090|              |12/10/2015 10:19:37
6389 |BEBIDA LACTEA MORANGO 180G                                  |22,00     |22000,00  |01011090|              |12/10/2015 10:19:37
6390 |CHANDELLE CHOCOLATE AO LEITE 220G                           |0,00      |54000,00  |01011090|              |12/10/2015 10:19:37
6391 |CHANDELLE BRANCO CHOCOLATE 220G                             |216,00    |54000,00  |01011090|              |12/10/2015 10:19:37
6392 |BEBIDA LARANJINHA 320ML                                     |20,00     |19900,00  |01011090|              |12/10/2015 10:19:37
6393 |POLVILHO CASEIRO TACHE 1KG                                  |0,00      |54000,00  |01011090|              |12/10/2015 10:19:37
6394 |ENERGETICO TITANIUM 500ML                                   |0,00      |60000,00  |01011090|              |12/10/2015 10:19:37
6395 |LENÇO UMED.HUGGIES CLASSIC 48T                              |115,00    |115000,00 |34011900|              |12/10/2015 10:19:37
6396 |LAMPADA ELET.EMPALUX 220X15W                                |306,00    |76500,00  |01011090|              |12/10/2015 10:19:37
6397 |LAMPADA ELET.EMPALUX 220X11W                                |219,00    |73000,00  |01011090|              |12/10/2015 10:19:37
6398 |GEL FIXAD BOZZANO ES.AZUL REL 230G                          |36,00     |36000,00  |01011090|              |12/10/2015 10:19:37
6399 |MISTURA BOLO SANDELA CHOCOLATE 400G                         |95,00     |31500,00  |01011090|              |12/10/2015 10:19:37
6400 |SUCO ADORALLE GUARANA 30G                                   |8,00      |7500,00   |01011090|              |12/10/2015 10:19:37
6401 |BOLACHA AMANDA DOCE DE LEITE 110G                           |0,00      |10000,00  |19053100|              |12/10/2015 10:19:37
6402 |BOLACHA AMANDA FLOCOS 110G                                  |10,00     |10000,00  |19053100|              |12/10/2015 10:19:37
6403 |SUCO AORALLE FRUTAS VERM.30G                                |38,00     |7500,00   |01011090|              |12/10/2015 10:19:37
6404 |SUCO ADORALLE LIMAO 30G                                     |30,00     |7500,00   |01011090|              |12/10/2015 10:19:37
6405 |SUCO ADORALLE LARANJA MAMAO 30G                             |15,00     |7500,00   |01011090|              |12/10/2015 10:19:37
6406 |SUCO ADORALLE CAJU 30G                                      |38,00     |7500,00   |01011090|              |12/10/2015 10:19:37
6407 |SUCO REFRESKANT ABACAXI 140G                                |88,00     |17500,00  |01011090|              |12/10/2015 10:19:37
6408 |SUCO REFRESKANT UVA 140G                                    |70,00     |17500,00  |01011090|              |12/10/2015 10:19:37
6409 |ESPELHO PAVAO N16                                           |96,00     |48000,00  |01011090|              |12/10/2015 10:19:37
6410 |AGUA DE COCO LA FRUIT 1LT                                   |288,00    |57500,00  |2201    |              |12/10/2015 10:19:37
6411 |SUCO ADORALLE ABACAXI 1LT                                   |175,00    |35000,00  |01011090|              |12/10/2015 10:19:37
6412 |ALGODAO APOLO 25G                                           |42,00     |21000,00  |01011090|              |12/10/2015 10:19:37
6413 |BALA BUTTER TOFFEES CHOCO.750G                              |468,00    |117000,00 |200799  |              |12/10/2015 10:19:37
6414 |FIO DENTAL JHONSON E JHONSON MENTA 100M                     |266,00    |88500,00  |01011090|              |12/10/2015 10:19:37
6415 |PREDENDOR VARAL 12UN                                        |26,00     |13000,00  |01011090|              |12/10/2015 10:19:37
6416 |REPELENE CITROLUX 8VELAS 35G                                |73,00     |73000,00  |34060000|              |12/10/2015 10:19:37
6417 |BOMBOM NESTLE ESPECIALIDADES 355G                           |209,00    |104500,00 |180631  |              |12/10/2015 10:19:37
6418 |SACO LIXO LIXOLIX 100LT                                     |80,00     |20000,00  |01011090|              |12/10/2015 10:19:37
6419 |PAPEL ALUMINIO WYDA 7,5M 30CM                               |78,00     |39000,00  |76071110|              |12/10/2015 10:19:37
6420 |CHOCO.LACTA VARIEDADES 332G                                 |440,00    |110000,00 |01011090|              |12/10/2015 10:19:37
6421 |TINTURA NUTRISSE CASTANHO VERMELHO 46                       |474,00    |158000,00 |33059000|              |12/10/2015 10:19:37
6422 |SABONETE +FAMILIA MEL COM CEREAIS 90G                       |40,00     |10000,00  |01011090|              |12/10/2015 10:19:37
6423 |SABONETE FRANCIS LAVANDA 90G                                |22,00     |11000,00  |01011090|              |12/10/2015 10:19:37
6424 |SUCO ADORALLE GOIABA 30G                                    |30,00     |7500,00   |01011090|              |12/10/2015 10:19:37
6425 |FRALDA PERSONAL BABY MEGA XG                                |1556,00   |389000,00 |48184010|              |12/10/2015 10:19:37
6426 |SUCO ADORALLE PESSEGO 30G                                   |8,00      |7500,00   |01011090|              |12/10/2015 10:19:37
6427 |GELATINA ROYAL ZERO ACUCAR 12G                              |57,00     |19000,00  |350300  |              |12/10/2015 10:19:37
6428 |BOLACHA FOFINHO DOCE DE LEITE 110G                          |46,00     |11500,00  |19053100|              |12/10/2015 10:19:37
6429 |PIPOCA VELLY BACON 90G                                      |31,00     |15500,00  |100590  |              |12/10/2015 10:19:37
6430 |PIPOCA VELLY MANTEIGA LIGHT 90G                             |78,00     |15500,00  |100590  |              |12/10/2015 10:19:37
6431 |PIPOCA VELLY MANTEIGA EXTRA 90G                             |62,00     |15500,00  |100590  |              |12/10/2015 10:19:37
6432 |PIPOCA VELLY NATURAL 90G                                    |18,00     |18000,00  |10059010|              |12/10/2015 10:19:37
6433 |PIPOCA VELLY QUEIJO 90G                                     |31,00     |15500,00  |100590  |              |12/10/2015 10:19:37
6434 |PIPOCA VELLY NATURAL COM SAL 90G                            |31,00     |15500,00  |100590  |              |12/10/2015 10:19:37
6435 |PIPOCA VELLY MANTEIGA 90G                                   |72,00     |18000,00  |10059010|              |12/10/2015 10:19:37
6436 |SAND.HAV.ROXO 35/36                                         |495,00    |99000,00  |01011090|              |12/10/2015 10:19:37
6437 |SANDALIA HAV MIX AREIA DOURADA 37/38                        |390,00    |130000,00 |01011090|              |12/10/2015 10:19:37
6438 |DESOD.REXONA ANTIB.150ML                                    |244,00    |122000,00 |330720  |              |12/10/2015 10:19:37
6439 |DESODORANTE REXONA MEN INV.50ML                             |186,00    |62000,00  |33072010|              |12/10/2015 10:19:37
6440 |COND.PALM.HIDR.LUMINOSA 350ML                               |343,00    |68500,00  |01011090|              |12/10/2015 10:19:37
6441 |SHAMPOO PALM.HIDR.LUMINOSA 350ML                            |0,00      |58500,00  |01011090|              |12/10/2015 10:19:37
6442 |SHAMPOO TRESEMME RECO.E FORCA 400ML                         |0,00      |100000,00 |01011090|              |12/10/2015 10:19:37
6443 |SHAMPOO TRESEMME SELA.CAPILAR 400ML                         |100,00    |100000,00 |01011090|              |12/10/2015 10:19:37
6444 |SHAMPOO TRESEMME LISO E SEDOSO 400ML                        |199,00    |99500,00  |01011090|              |12/10/2015 10:19:37
6445 |COND.TRESEMME SELA.CAPILAR 400ML                            |533,00    |106500,00 |01011090|              |12/10/2015 10:19:37
6446 |COND.TRESEMME BLIN.PLATINIUM 400ML                          |320,00    |106500,00 |01011090|              |12/10/2015 10:19:37
6447 |SHAMPOO TRESEMME BLIND.PLATINIUM 400ML                      |300,00    |100000,00 |01011090|              |12/10/2015 10:19:37
6448 |COND.TRESSEME RECO.FORCA 400ML                              |232,00    |116000,00 |01011090|              |12/10/2015 10:19:37
6449 |SUCO ADORALLE UVA 30G                                       |8,00      |7500,00   |01011090|              |12/10/2015 10:19:37
6450 |SABONETE +FAMILIA ERVA DOCE 90G                             |40,00     |10000,00  |01011090|              |12/10/2015 10:19:37
6451 |FRALDA SAPEKA PRATICA G                                     |0,00      |127000,00 |01011090|              |12/10/2015 10:19:37
6452 |DOCE PAÇOCA RETANGULAR EMB.1,1KG                            |0,00      |206000,00 |20079990|              |12/10/2015 10:19:37
6453 |SANDALIA IPANEMA BOSSA PRETO/OURO 35                        |580,00    |145000,00 |01011090|              |12/10/2015 10:19:37
6454 |SANDALIA IPANEMA BOSSA PRETO/OURO 37/38                     |0,00      |145000,00 |01011090|              |12/10/2015 10:19:37
6455 |SANDALIA IPANEMA BOSSA PRETO/OURO 39/40                     |580,00    |145000,00 |01011090|              |12/10/2015 10:19:37
6456 |SANDALIA IPANEMA BOSSA PRETO/OURO 36                        |580,00    |145000,00 |01011090|              |12/10/2015 10:19:37
6457 |GARRAFA INVICTA GLT 8321 DECORADA 1L                        |401,00    |200500,00 |961700  |              |12/10/2015 10:19:37
6458 |CREME TRATAMENTO NOVEX QUERATINA ABSOLUTA 1KG               |703,00    |140500,00 |01011090|              |12/10/2015 10:19:37
6459 |CREME TRATAMENTO NOVEX OLEO ARGAN 1KG                       |642,00    |160500,00 |01011090|              |12/10/2015 10:19:37
6460 |CREME TRATAMENTO NOVEX JABORANDI 1KG                        |420,00    |140000,00 |01011090|              |12/10/2015 10:19:37
6461 |SORVETE VILELA COPAO BRIGADEIRO 185G                        |200,00    |50000,00  |21050010|              |12/10/2015 10:19:37
6462 |SANDALIA IPANEMA BOSSA ROSA/PRETO 35                        |580,00    |145000,00 |01011090|              |12/10/2015 10:19:37
6463 |SORVETE VILELA ROMEU E JULIETA 1KG                          |540,00    |179900,00 |21050010|              |12/10/2015 10:19:37
6464 |MOLHO TOMATE SALSARETTI SACHE 340G                          |48,00     |16000,00  |21032010|              |12/10/2015 10:19:37
6465 |LEITE PO PIRACANJUBA INTEGRAL 400G                          |0,00      |120000,00 |04022110|              |12/10/2015 10:19:37
6466 |FRALDA PERSONAL BABY MEGA M 54F                             |740,00    |370000,00 |48184010|              |12/10/2015 10:19:37
6467 |AQUARIUS LIMAO 510ML                                        |56,00     |28000,00  |01011090|              |12/10/2015 10:19:37
6468 |SUCO DV FRUT UVA 450ML                                      |44,00     |22000,00  |22021000|              |12/10/2015 10:19:37
6469 |MATA BICHEIRA SV AERO 500ML                                 |165,00    |55000,00  |380891  |              |12/10/2015 10:19:37
6470 |DANONINHO MORANGO X2 80G QJ PT SUISSE                       |0,00      |19500,00  |04061090|              |12/10/2015 10:19:37
6471 |BALDE 15L MILLENIUM                                         |0,00      |51500,00  |01011090|              |12/10/2015 10:19:37
6472 |BALDE 12L EXTRA PRETO C/BICO REFOR.                         |96,00     |96000,00  |39241000|              |12/10/2015 10:19:37
6473 |ACHOC.SACHET PROM.SABORELLE 400G                            |218,00    |54500,00  |18069000|              |12/10/2015 10:19:37
6474 |SANDALIA IPANEMA BOSSA ROSA/PRETO36                         |290,00    |145000,00 |01011090|              |12/10/2015 10:19:37
6475 |SANDALIA IPANEMA BOSSA ROSA/PRETO 37/38                     |580,00    |145000,00 |01011090|              |12/10/2015 10:19:37
6476 |CADERNO CF ESP 1/4 96FX10 HAPPY R0291                       |0,00      |25000,00  |01011090|              |12/10/2015 10:19:37
6477 |GELATINA FLEISCHAMANN ABACAXI ZERO 12G                      |65,00     |21500,00  |210690  |              |20/10/2015 15:49:26
6478 |SHAMPOO SEDA PUREZA REFRESCANTE 325ML                       |219,00    |73000,00  |33051000|              |19/10/2015 11:37:18
6479 |SHAMPOO SEDA LISO EXTREMO 325ML                             |304,00    |76000,00  |33051000|              |19/10/2015 11:36:37
6480 |SHAMPOO SEDA CACHOS DEFINIDOS 325ML                         |228,00    |76000,00  |33051000|              |19/10/2015 11:35:46
6481 |SHAMPOO SEDA PRETOS LUMINOSOS 325ML                         |304,00    |76000,00  |33051000|              |19/10/2015 11:34:55
6482 |SHAMPOO SEDA BRILHO GLOSS 325ML                             |64,00     |63500,00  |01011090|              |19/10/2015 11:34:04
6483 |SHAMPOO SEDA HIDRAT.ANTI NOS 325ML                          |191,00    |63500,00  |01011090|              |19/10/2015 11:33:10
6484 |CREME P/PENTEAR TRESSEMME HID.PROFUNDA 300ML                |225,00    |112500,00 |01011090|              |19/10/2015 11:29:21
6485 |DESOD.AXE BLACK ANTITRANSPIRANTE 152ML                      |97,00     |97000,00  |330720  |              |19/10/2015 11:10:11
6486 |SHAMPOO DOVE OLEO NUTRIÇAO 200ML                            |80,00     |80000,00  |01011090|              |19/10/2015 11:08:23
6487 |AGUA OXIGENADA FARMAX CR 40VL                               |45,00     |15000,00  |01011090|              |19/10/2015 11:03:50
6488 |AGUA OXIGENADA FARMAX CR 30VL                               |45,00     |15000,00  |33059000|              |19/10/2015 11:02:51
6489 |AGUA OXIGENADA FARMAX CR  20VL                              |60,00     |15000,00  |01011090|              |19/10/2015 11:01:10
6490 |PAPEL HIGIENICO F.DUP.PERSONAL VIP NEUTRO 30MT              |0,00      |62000,00  |48181000|              |16/10/2015 16:43:26
6491 |ADOCANTE PO ZERO CAL 800MG                                  |98,00     |49000,00  |210690  |              |16/10/2015 16:30:34
6492 |AGUARDENTE YPIOCA MEL E LIMAO 750ML                         |530,00    |176500,00 |01011090|              |16/10/2015 10:06:43
6493 |COXINHA ASA DRUMETTE FGO PERDIGAO                           |246,00    |123000,00 |02071400|              |15/10/2015 18:36:32
6494 |CARNE BISTECA CONG.SUI.C/OSSO SADIA                         |647,00    |161800,00 |01011090|              |15/10/2015 18:33:31
6495 |MUCILON ARROZ E AVEIA LATA 400G                             |170,00    |85000,00  |19011030|              |15/10/2015 18:20:03
6496 |LEITE UHT INTEGRAL LEITBOM 1LT                              |61,00     |30500,00  |040120  |              |15/10/2015 16:42:57
6497 |LEITE UHT INTEGRAL LEITBOM 1LT                              |145,00    |29000,00  |040120  |              |15/10/2015 16:40:02
6498 |BACIA CANELADA OVAL GIGANTE 45L                             |0,00      |190500,00 |01011090|              |12/10/2015 10:19:37
6499 |BACIA CANELADA OVAL EXTRA GIGANTE 75L                       |1194,00   |298500,00 |01011090|              |12/10/2015 10:19:37
6500 |BACIA CANELADA 35L GIGANTE PREMIUM                          |0,00      |116500,00 |01011090|              |12/10/2015 10:19:37
6501 |ASSENTO SANITARIO LUXO BRANCO                               |1080,00   |270000,00 |01011090|              |12/10/2015 10:19:37
6502 |DESOD.NIVEA FEM.INVISIBLE BLACK&WHITE 97G                   |575,00    |115000,00 |33072010|              |12/10/2015 10:19:37
6503 |COND.TRESEMME LISO E SEDOSO 400ML                           |460,00    |115000,00 |01011090|              |12/10/2015 10:19:37
6504 |CLOSE UP DIAMOND POWER WHITE 70G                            |240,00    |48000,00  |01011090|              |12/10/2015 10:19:37
6505 |DANETTE UHT CHOCOLIX 200ML                                  |23,00     |23000,00  |01011090|              |12/10/2015 10:19:37
6506 |REQUEIJAO CREM.DANONE REGULAR 200G                          |300,00    |99900,00  |04061090|              |12/10/2015 10:19:37
6507 |ESCOVA CABELOS BARBIE 6895                                  |0,00      |188500,00 |01011090|              |12/10/2015 10:19:37
6508 |VASSOURA VARRE MUITO CONDOR                                 |291,00    |97000,00  |01011090|              |12/10/2015 10:19:37
6509 |MACARRAO VELLY INST.CARNE 85G                               |30,00     |7500,00   |01011090|              |12/10/2015 10:19:37
6510 |MACARRAO INST.VELLY GALINHA 85G                             |0,00      |9500,00   |01011090|              |12/10/2015 10:19:37
6511 |KAPO ABACAXI 200ML                                          |12,00     |11500,00  |01011090|              |12/10/2015 10:19:37
6512 |SABONETE FRANCIS S.AN.E.FLO.BCO 90G                         |44,00     |11000,00  |01011090|              |12/10/2015 10:19:37
6513 |CHAMBINHO MORANGO PETIT 320G                                |188,00    |62500,00  |040610  |              |12/10/2015 10:19:37
6514 |REQUEIJAO CREMOSO NESTLE 200G                               |0,00      |84500,00  |040610  |              |12/10/2015 10:19:37
6515 |CEREAIS COLORIDO+CHAMBYTO B MORANGO 130G                    |176,00    |44000,00  |01011090|              |12/10/2015 10:19:37
6516 |BICAMADA MORANGO 150G                                       |46,00     |46000,00  |01011090|              |12/10/2015 10:19:37
6517 |SAND. HAV.COLOR GREEN NEON 37/38                            |0,00      |105000,00 |01011090|              |12/10/2015 10:19:37
6518 |BIG CHICKEN TRADICIONAL INST. 1KG                           |720,00    |179900,00 |01011090|              |12/10/2015 10:19:37
6519 |ESCOVA SORRISO TRIPLA 123 MACIA                             |208,00    |41500,00  |01011090|              |12/10/2015 10:19:37
6520 |ESCOVA J&J TEK MEDIA                                        |82,00     |41000,00  |01011090|              |12/10/2015 10:19:37
6521 |COPO LILLO ANTIVAZAMENTO DIVERTIDA AZUL                     |361,00    |180600,00 |01011090|              |12/10/2015 10:19:37
6522 |CONJUNTO LILLO ESCOVA+PENTE ROSA                            |455,00    |151500,00 |01011090|              |12/10/2015 10:19:37
6523 |SABONETE DOVE KARITE E BAUNILHA 90G                         |60,00     |20000,00  |340111  |              |12/10/2015 10:19:37
6524 |FRALDA SAPEKA PRATICA XXG                                   |127,00    |127000,00 |01011090|              |12/10/2015 10:19:37
6525 |SHAMPOO TRESEMME PERF.DESARRUMADO 400ML                     |400,00    |100000,00 |01011090|              |12/10/2015 10:19:37
6526 |FILEZINHO PEITO FRANGO CONG.SADIA 1KG                       |142,00    |142000,00 |01011090|              |12/10/2015 10:19:37
6527 |BALAS GOTA COLA 600G                                        |260,00    |65000,00  |170490  |              |12/10/2015 10:19:37
6528 |MTS TRIPLA 3+ MINT 8,5G                                     |13,00     |13000,00  |210690  |              |12/10/2015 10:19:37
6529 |ESMALTE IMPALA PARAISO 7,5ML                                |25,00     |25000,00  |01011090|              |12/10/2015 10:19:37
6530 |DROPS HALLS EXTRA FORTE 34G                                 |30,00     |10000,00  |170490  |              |12/10/2015 10:19:37
6531 |AC DELCO SILICONE LIQUIDO 100ML                             |132,00    |66000,00  |391000  |              |12/10/2015 10:19:37
6532 |FITA ISOLANTE 3M IMPERIAL 18MMX10MTS                        |29,00     |29000,00  |01011090|              |12/10/2015 10:19:37
6533 |TALAO NOTA PROMISSORIA JANDAIA 50F                          |30,00     |10000,00  |01011090|              |12/10/2015 10:19:37
6534 |AC DELCO LIMPA PNEU LIQUIDO 300ML                           |315,00    |63000,00  |340290  |              |12/10/2015 10:19:37
6535 |CERA AC DELCO LIMPADORA 200G                                |518,00    |103500,00 |01011090|              |12/10/2015 10:19:37
6536 |LAMPADA OSRAM ELET.DULUX STAR 15W 8A                        |533,00    |106500,00 |85393100|              |12/10/2015 10:19:37
6537 |TIRA MANCHAS OMO PO 420G ROUPA COLORIDA                     |0,00      |164100,00 |01011090|              |12/10/2015 10:19:37
6538 |MORTADELA MISTA PERDIGAO 1KG                                |520,00    |130000,00 |16010000|              |12/10/2015 10:19:37
6539 |CALDO MAGGI VERDURA LEGUMES 63G                             |12,00     |12000,00  |210410  |              |12/10/2015 10:19:37
6540 |BISC LIANE DIVERSAO DOCE DE LEITE 115G                      |58,00     |11500,00  |01011090|              |12/10/2015 10:19:37
6541 |BISC LIANE MAIZENA 400G                                     |84,00     |42000,00  |19053100|              |12/10/2015 10:19:37
6542 |MARGARINA QUALY SEM SAL 250G                                |74,00     |37000,00  |15171000|              |12/10/2015 10:19:37
6543 |ESMALTE RISQUE NOVO AZUL!                                   |25,00     |25000,00  |01011090|              |12/10/2015 10:19:37
6544 |VINAGRE CASTELO LIMAO 750ML                                 |53,00     |53000,00  |01011090|              |12/10/2015 10:19:37
6545 |PRATO VDO FDO LUZ MAR.                                      |140,00    |35000,00  |01011090|              |12/10/2015 10:19:37
6546 |BALA SABOR BRASIL MIX FRUTAS 600G                           |50,00     |50000,00  |170490  |              |12/10/2015 10:19:37
6547 |BALA SABOR BRASIL GEL MIX 600G                              |50,00     |50000,00  |170490  |              |12/10/2015 10:19:37
6548 |BIG CHICKEN C/QUEIJO INST. 1KG                              |700,00    |175000,00 |01011090|              |12/10/2015 10:19:37
6549 |SABONETE DOVE MEN CLEAN COMFORT 90G                         |130,00    |26000,00  |01011090|              |12/10/2015 10:19:37
6550 |SABONETE PALM.GELEIA REAL 90G                               |60,00     |15000,00  |01011090|              |12/10/2015 10:19:37
6551 |BALDE ARQPLAST PRETO 10LT                                   |228,00    |57000,00  |01011090|              |12/10/2015 10:19:37
6552 |BALA ERLAN TOFFEE BOMBOM 600G                               |520,00    |130000,00 |01011090|              |12/10/2015 10:19:37
6553 |MASCARA LANOX EQUI.MATIZ.250G                               |1170,00   |292500,00 |01011090|              |12/10/2015 10:19:37
6554 |MASCARA LANOX EQUI.CACHOS250G                               |878,00    |292500,00 |01011090|              |12/10/2015 10:19:37
6555 |COND LANOX EQUIL.MATIZ.250ML                                |557,00    |278500,00 |01011090|              |12/10/2015 10:19:37
6556 |COND LANOX EQUILI.CACHOS250ML                               |786,00    |262000,00 |01011090|              |12/10/2015 10:19:37
6557 |SHAMPOO LANOX EQU.MATIZ.250ML                               |836,00    |278500,00 |01011090|              |12/10/2015 10:19:37
6558 |SHAMPOO LANOX EQU.CACHOS250ML                               |0,00      |262000,00 |01011090|              |12/10/2015 10:19:37
6559 |DESOD ROLLON NE.FOR WOMAN55ML                               |238,00    |47500,00  |01011090|              |12/10/2015 10:19:37
6560 |DESOD ROLLON NE.FOR MAN 55ML                                |0,00      |47500,00  |01011090|              |12/10/2015 10:19:37
6561 |BALA FLORESTAL MOLE SOR.600G                                |0,00      |58000,00  |17049020|              |12/10/2015 10:19:37
6562 |DESOD ROLLON NE.TEEN GIRLS55M                               |0,00      |47500,00  |01011090|              |12/10/2015 10:19:37
6563 |REPARADOR PON.F.FLOR C.S.O30M                               |168,00    |42000,00  |01011090|              |12/10/2015 10:19:37
6564 |REPARADOR PONTAS F.FLOR A30ML                               |0,00      |42000,00  |01011090|              |12/10/2015 10:19:37
6565 |MASCARA LANOX MATIZADORA500ML                               |1603,00   |320500,00 |01011090|              |12/10/2015 10:19:37
6566 |SHAMPOO LANOX MATIZADOR 500ML                               |1316,00   |329000,00 |01011090|              |12/10/2015 10:19:37
6567 |COND 12ERVAS TRIHAIR T.V500ML                               |389,00    |194500,00 |01011090|              |12/10/2015 10:19:37
6568 |MASCARA LANOX ANTI QUEDA 500G                               |836,00    |278500,00 |01011090|              |12/10/2015 10:19:37
6569 |SHAMPOO LANOX ANTI QUEDA280ML                               |666,00    |333000,00 |01011090|              |12/10/2015 10:19:37
6570 |ADES FRAPE DE COCO C/CALCIO1L                               |137,00    |68500,00  |01011090|              |12/10/2015 10:19:37
6571 |ESMALTE COL.PREC.VILAS TER.CR                               |68,00     |34000,00  |01011090|              |12/10/2015 10:19:37
6572 |DESOD ROLLON NE.TEEN BOYS55ML                               |238,00    |47500,00  |01011090|              |12/10/2015 10:19:37
6573 |SABAO PO SURF 5KG                                           |292,00    |292000,00 |01011090|              |12/10/2015 10:19:37
6574 |COPO VDO BARROCO LUVA 320ML                                 |249,00    |83000,00  |01011090|              |12/10/2015 10:19:37
6575 |COPO VDO AMAZON LUVA 320ML                                  |168,00    |84000,00  |01011090|              |12/10/2015 10:19:37
6576 |REGISTRO GAS C/MANG VINIGAS                                 |900,00    |180000,00 |84811000|              |12/10/2015 10:19:37
6577 |VINHO NAC MIORANZA TIN.S.4.6L                               |2545,00   |509000,00 |220410  |              |12/10/2015 10:19:37
6578 |VINHO NAC MIORANZA BCO S.4.6L                               |1018,00   |509000,00 |220410  |              |12/10/2015 10:19:37
6579 |BARBANTE BAR.200G N6 PIN9427                                |330,00    |110000,00 |01011090|              |12/10/2015 10:19:37
6580 |FRANGO FESTI.CEL.TEMP.BONASA                                |214,00    |71200,00  |01011090|              |12/10/2015 10:19:37
6581 |ACTIVIA LIQ.AMEI.FERM.FTA180G                               |160,00    |32000,00  |01011090|              |12/10/2015 10:19:37
6582 |DANONINHO MORA.85G PETIT SUI.                               |29,00     |14500,00  |040610  |              |12/10/2015 10:19:37
6583 |DANONE DANIO MORANGO 125G                                   |0,00      |38000,00  |01011090|              |12/10/2015 10:19:37
6584 |ESPONJA DE ACO INOX ZUPP 16G                                |25,00     |24500,00  |01011090|              |12/10/2015 10:19:37
6585 |KETCHUP SABORELLE PICANTE400G                               |84,00     |28000,00  |01011090|              |12/10/2015 10:19:37
